outid,count,opfare
1412054211,30,227
1412054212,42,696
1412054213,27,365
1412054214,43,412
1412054217,16,380
1412054218,27,486
1412054219,30,609
1412054220,35,589
1412054221,24,298
1412054223,24,592
1412054224,22,455
1412054225,47,1338
1414010101,44,592
1414010102,25,294
1414010103,35,473
1414010104,43,426
1414010105,22,87
1414010106,26,234
1414010107,57,1206
1414010108,40,370
1414010109,23,171
1414010110,14,90
1414010111,41,320
1414010112,53,798
1414010113,38,325
1414010114,40,515
1414010115,37,397
1414010116,52,884
1414010117,48,615
1414010118,28,411
1414010119,57,739
1414010120,35,429
1414010121,44,508
1414010122,41,454
1414010123,34,445
1414010124,35,485
1414010125,48,416
1414010126,45,1026
1414010127,52,834
1414010128,52,736
1414010129,3,4
1414010130,34,397
1414010131,54,862
1414010132,30,430
1414010133,39,703
1414010134,26,221
1414010135,46,771
1414010136,9,103
1414010138,47,675
1414010140,33,548
1414010143,37,453
1414010144,44,449
1414010145,25,638
1414010147,38,351
1414010148,50,1168
1414010149,38,363
1414010201,51,1235
1414010203,56,612
1414010204,27,211
1414010205,17,106
1414010206,57,585
1414010207,32,395
1414010208,27,345
1414010209,5,96
1414010211,44,682
1414010212,52,689
1414010213,5,40
1414010214,51,710
1414010215,30,384
1414010216,28,201
1414010217,47,574
1414010218,28,284
1414010219,52,1407
1414010220,2,9
1414010221,56,689
1414010222,58,785
1414010223,55,1598
1414010224,53,1020
1414010225,53,621
1414010227,46,779
1414010228,67,1316
1414010229,46,826
1414010230,37,726
1414010231,10,48
1414010232,50,427
1414010234,30,768
1414010235,41,857
1414010236,27,242
1414010237,40,584
1414010239,22,193
1414010240,45,1129
1414010241,52,796
1414010243,27,839
1414010244,51,753
1414010245,54,1220
1414010247,61,882
1414010248,37,588
1414010249,62,1332
1414010301,25,340
1414010302,28,464
1414010304,31,222
1414010305,47,708
1414010306,17,85
1414010307,26,151
1414010308,31,231
1414010309,16,131
1414010311,22,170
1414010312,41,911
1414010313,26,157
1414010314,33,460
1414010315,38,1041
1414010316,57,603
1414010318,17,86
1414010319,49,840
1414010320,51,1060
1414010321,57,1537
1414010322,46,364
1414010323,36,334
1414010324,46,556
1414010325,65,1361
1414010326,44,580
1414010327,18,179
1414010328,10,113
1414010329,23,124
1414010330,26,307
1414010331,49,572
1414010332,24,305
1414010334,11,35
1414010335,45,504
1414010336,27,214
1414010337,43,474
1414010338,34,348
1414010339,40,619
1414010340,22,200
1414010341,33,314
1414010342,49,759
1414010343,49,567
1414010345,42,569
1414010346,43,751
1414010347,51,974
1414010348,47,819
1414010349,36,871
1414010401,26,168
1414010402,37,271
1414010403,43,967
1414010404,32,240
1414010405,48,517
1414010406,39,536
1414010407,33,381
1414010408,56,680
1414010409,28,254
1414010410,41,479
1414010411,19,88
1414010412,37,282
1414010413,44,540
1414010414,46,611
1414010415,32,334
1414010417,40,669
1414010418,39,376
1414010419,54,962
1414010421,54,987
1414010422,44,492
1414010423,41,291
1414010424,19,236
1414010425,19,576
1414010427,45,696
1414010428,49,573
1414010429,54,1197
1414010430,46,529
1414010431,37,325
1414010432,15,422
1414010433,45,645
1414010434,30,515
1414010436,34,519
1414010437,48,448
1414010438,7,32
1414010440,37,500
1414010442,25,147
1414010444,44,1116
1414010445,36,642
1414010446,47,1032
1414010447,50,593
1414010448,64,998
1414010502,33,370
1414010503,42,210
1414010504,37,590
1414010505,38,322
1414010506,43,406
1414010507,32,201
1414010508,21,180
1414010510,37,339
1414010511,53,593
1414010512,44,595
1414010513,53,619
1414010514,17,60
1414010515,48,721
1414010516,43,669
1414010517,40,469
1414010518,26,384
1414010519,46,369
1414010520,46,706
1414010521,57,712
1414010522,24,808
1414010524,19,265
1414010525,48,777
1414010526,32,604
1414010527,39,740
1414010528,33,312
1414010529,41,624
1414010530,28,629
1414010531,17,63
1414010532,50,898
1414010533,20,363
1414010534,42,505
1414010535,29,485
1414010536,58,1131
1414010538,63,1039
1414010539,48,685
1414010540,15,121
1414010541,36,362
1414010542,49,709
1414010544,14,104
1414010545,40,1174
1414010546,45,742
1414010547,30,229
1414010548,34,290
1414010549,50,683
1414010601,34,328
1414010604,35,396
1414010605,38,494
1414010606,33,152
1414010607,45,326
1414010610,58,555
1414010611,43,510
1414010612,51,551
1414010613,23,136
1414010614,29,168
1414010615,55,820
1414010616,46,348
1414010617,37,777
1414010619,26,590
1414010620,31,744
1414010621,22,152
1414010622,12,123
1414010623,33,511
1414010624,1,4
1414010625,25,167
1414010626,41,649
1414010627,40,466
1414010628,33,308
1414010629,18,85
1414010630,22,418
1414010632,50,1064
1414010633,24,466
1414010634,8,60
1414010635,51,783
1414010636,14,97
1414010637,13,79
1414010638,43,510
1414010639,12,66
1414010640,28,485
1414010641,6,19
1414010643,25,287
1414010644,33,357
1414010645,30,329
1414010646,29,191
1414010647,3,16
1414010648,46,553
1414010702,32,368
1414010703,41,555
1414010704,65,884
1414010705,55,823
1414010706,51,516
1414010707,42,431
1414010708,52,443
1414010709,45,555
1414010710,33,256
1414010712,10,76
1414010713,37,282
1414010714,40,316
1414010715,33,259
1414010718,33,728
1414010719,8,68
1414010720,40,562
1414010721,34,389
1414010722,45,679
1414010723,33,254
1414010724,6,19
1414010725,41,935
1414010726,27,229
1414010727,3,10
1414010728,27,307
1414010729,19,140
1414010731,21,99
1414010732,33,535
1414010733,53,1027
1414010734,24,250
1414010735,31,242
1414010736,33,684
1414010737,23,303
1414010738,28,390
1414010739,46,724
1414010740,33,372
1414010741,36,597
1414010742,44,550
1414010744,39,850
1414010745,55,647
1414010746,41,485
1414010748,48,1197
1414010801,30,329
1414010802,26,319
1414010803,45,518
1414010804,19,180
1414010805,45,668
1414010806,28,253
1414010807,44,503
1414010809,23,257
1414010810,8,64
1414010811,48,239
1414010812,45,423
1414010813,38,323
1414010814,50,511
1414010818,47,438
1414010819,38,363
1414010820,49,1167
1414010821,39,430
1414010822,36,491
1414010823,56,624
1414010824,41,549
1414010825,31,359
1414010826,40,553
1414010827,36,397
1414010828,28,349
1414010829,46,755
1414010830,40,1153
1414010831,41,500
1414010833,47,726
1414010835,51,769
1414010836,7,43
1414010837,40,318
1414010838,57,650
1414010839,53,696
1414010840,36,623
1414010841,27,307
1414010842,47,701
1414010843,41,777
1414010846,55,899
1414010847,56,677
1414010848,43,595
1414010901,35,334
1414010902,69,764
1414010903,42,480
1414010904,51,493
1414010905,31,421
1414010906,32,350
1414010908,38,468
1414010909,54,863
1414010911,51,1027
1414010912,51,644
1414010913,49,734
1414010915,1,2
1414010917,32,220
1414010918,56,1171
1414010919,48,982
1414010920,11,78
1414010922,42,598
1414010923,40,616
1414010924,5,17
1414010925,40,1230
1414010927,33,454
1414010929,24,389
1414010930,18,102
1414010931,41,533
1414010932,34,497
1414010933,24,468
1414010934,9,71
1414010935,10,76
1414010936,50,976
1414010937,43,443
1414010938,4,13
1414010939,56,1105
1414010940,33,590
1414010941,9,33
1414010942,25,272
1414010943,48,775
1414010944,40,624
1414010946,30,518
1414010947,49,707
1414011001,20,172
1414011002,43,520
1414011003,6,32
1414011004,26,194
1414011005,44,415
1414011006,45,377
1414011007,54,1006
1414011008,33,534
1414011010,34,368
1414011011,51,336
1414011012,33,332
1414011013,45,664
1414011014,65,768
1414011015,52,1305
1414011016,42,1139
1414011017,41,537
1414011018,39,581
1414011019,43,530
1414011020,44,596
1414011021,21,50
1414011022,66,932
1414011023,29,560
1414011024,25,178
1414011025,28,341
1414011026,49,1179
1414011027,30,547
1414011028,29,368
1414011029,42,657
1414011030,29,672
1414011031,50,889
1414011032,39,481
1414011033,30,499
1414011034,14,162
1414011035,45,1335
1414011036,49,934
1414011038,34,263
1414011039,43,777
1414011040,39,720
1414011041,30,450
1414011042,32,212
1414011043,42,879
1414011045,39,212
1414011047,41,951
1414011048,25,211
1414011101,58,760
1414011103,58,681
1414011104,50,447
1414011105,53,755
1414011106,46,338
1414011107,52,448
1414011108,40,808
1414011109,58,844
1414011110,30,351
1414011111,46,692
1414011113,27,149
1414011114,40,550
1414011115,51,752
1414011117,16,148
1414011118,31,163
1414011119,56,940
1414011120,10,45
1414011121,71,1431
1414011122,39,510
1414011123,49,644
1414011124,41,509
1414011125,32,383
1414011127,4,11
1414011128,41,792
1414011129,32,476
1414011130,58,937
1414011131,43,941
1414011132,42,470
1414011133,26,213
1414011134,56,859
1414011135,15,50
1414011137,48,578
1414011138,47,588
1414011139,32,369
1414011140,30,247
1414011141,35,366
1414011142,41,509
1414011143,1,3
1414011145,27,173
1414011146,43,588
1414011147,51,813
1414011148,43,344
1414011149,30,199
1414011201,40,458
1414011202,45,464
1414011204,60,1100
1414011205,28,123
1414011206,65,686
1414011207,41,302
1414011208,23,181
1414011209,7,51
1414011210,26,267
1414011212,24,136
1414011213,38,348
1414011214,27,131
1414011215,48,482
1414011216,32,422
1414011217,49,777
1414011218,54,970
1414011219,34,297
1414011220,52,1094
1414011221,31,371
1414011222,54,574
1414011223,10,37
1414011225,33,402
1414011226,46,510
1414011228,15,101
1414011229,46,769
1414011230,47,969
1414011231,37,484
1414011232,49,486
1414011235,53,572
1414011236,21,366
1414011237,60,937
1414011239,38,865
1414011241,60,702
1414011242,26,231
1414011243,11,52
1414011244,16,99
1414011245,20,133
1414011246,57,1056
1414011248,39,349
1414011249,33,677
1414011301,44,333
1414011302,33,488
1414011303,34,408
1414011304,52,317
1414011305,45,440
1414011306,14,55
1414011307,46,336
1414011308,19,166
1414011309,29,294
1414011310,31,320
1414011311,20,150
1414011312,32,180
1414011313,32,307
1414011314,28,331
1414011315,37,402
1414011316,50,544
1414011317,17,205
1414011318,43,616
1414011319,35,864
1414011320,10,78
1414011322,24,216
1414011323,11,75
1414011324,51,1222
1414011325,32,593
1414011326,18,90
1414011327,21,193
1414011328,13,71
1414011329,28,161
1414011330,9,26
1414011331,20,181
1414011332,22,145
1414011333,32,231
1414011335,21,93
1414011336,19,123
1414011337,36,808
1414011338,50,715
1414011340,34,965
1414011341,35,814
1414011343,53,672
1414011344,64,969
1414011345,10,59
1414011346,21,293
1414011347,48,723
1414011348,36,289
1414011349,43,670
1414011401,56,560
1414011402,59,666
1414011403,33,352
1414011405,30,291
1414011406,51,474
1414011407,9,45
1414011408,33,240
1414011409,42,501
1414011410,11,30
1414011411,7,84
1414011412,36,417
1414011413,14,113
1414011414,19,106
1414011415,34,254
1414011416,32,367
1414011417,25,167
1414011419,60,883
1414011420,45,793
1414011421,48,590
1414011422,21,248
1414011423,54,719
1414011424,28,225
1414011425,31,232
1414011426,37,332
1414011427,11,67
1414011428,17,99
1414011429,38,449
1414011430,35,268
1414011431,38,562
1414011432,31,723
1414011433,28,184
1414011435,27,162
1414011437,39,487
1414011438,12,67
1414011439,32,477
1414011440,23,101
1414011442,37,614
1414011443,40,515
1414011444,36,517
1414011445,33,517
1414011446,19,148
1414011447,32,429
1414011448,26,355
1414011501,23,262
1414011502,34,333
1414011503,46,502
1414011504,19,137
1414011506,50,342
1414011507,27,135
1414011508,63,1349
1414011509,34,380
1414011510,27,223
1414011511,35,228
1414011512,42,525
1414011513,51,773
1414011514,34,376
1414011515,32,160
1414011516,30,323
1414011517,26,195
1414011518,22,199
1414011519,41,767
1414011520,21,203
1414011521,20,154
1414011523,36,389
1414011524,36,1320
1414011525,50,985
1414011526,13,83
1414011527,26,392
1414011529,40,492
1414011530,25,377
1414011531,52,712
1414011532,30,523
1414011533,34,351
1414011534,32,332
1414011535,15,83
1414011537,18,146
1414011538,37,892
1414011539,45,484
1414011540,54,792
1414011541,18,197
1414011542,33,335
1414011543,34,432
1414011544,49,937
1414011545,46,543
1414011546,22,191
1414011548,37,550
1414011549,14,139
1414011602,49,567
1414011603,40,324
1414011605,65,692
1414011606,40,416
1414011607,37,307
1414011608,20,191
1414011609,16,163
1414011610,30,312
1414011611,17,61
1414011612,28,251
1414011613,40,574
1414011614,66,759
1414011615,13,62
1414011616,38,388
1414011618,33,1097
1414011619,44,1164
1414011621,45,349
1414011622,24,321
1414011623,56,582
1414011624,41,338
1414011627,7,15
1414011628,62,1280
1414011630,13,32
1414011631,46,465
1414011632,33,332
1414011634,44,407
1414011635,59,683
1414011637,21,199
1414011638,10,95
1414011639,29,318
1414011640,46,570
1414011641,56,559
1414011642,40,416
1414011643,38,226
1414011644,34,528
1414011646,48,474
1414011647,49,429
1414011648,49,532
1414011649,35,205
1414011701,44,382
1414011702,49,520
1414011703,16,90
1414011704,28,567
1414011705,38,522
1414011706,46,377
1414011707,33,260
1414011708,31,289
1414011709,46,455
1414011710,25,203
1414011711,45,644
1414011712,40,497
1414011713,34,559
1414011714,30,224
1414011715,31,299
1414011716,34,325
1414011717,15,85
1414011718,27,284
1414011720,53,963
1414011723,19,155
1414011724,36,395
1414011725,52,1056
1414011728,46,890
1414011729,32,421
1414011731,53,991
1414011732,27,628
1414011733,41,544
1414011734,32,343
1414011737,19,271
1414011738,29,355
1414011739,40,297
1414011740,50,418
1414011741,49,579
1414011742,27,275
1414011743,14,64
1414011744,27,208
1414011745,45,574
1414011747,23,239
1414011748,41,928
1414011749,52,590
1414011803,59,460
1414011804,32,282
1414011805,32,291
1414011806,32,525
1414011807,31,212
1414011809,29,397
1414011810,40,479
1414011811,21,207
1414011812,28,341
1414011813,22,244
1414011814,24,295
1414011815,25,138
1414011816,49,721
1414011817,18,182
1414011818,40,663
1414011819,25,819
1414011820,35,319
1414011821,8,42
1414011822,28,370
1414011823,42,726
1414011824,36,859
1414011825,19,262
1414011826,29,268
1414011828,27,403
1414011829,29,1058
1414011830,52,559
1414011831,27,352
1414011832,36,434
1414011833,37,310
1414011834,4,16
1414011835,7,57
1414011836,43,397
1414011837,37,246
1414011838,3,16
1414011839,22,112
1414011840,58,630
1414011841,10,111
1414011842,35,878
1414011843,20,381
1414011845,25,136
1414011846,3,10
1414011847,45,1763
1414011848,42,941
1414011849,44,289
1417010101,19,267
1417010102,15,142
1417010104,50,687
1417010105,31,632
1417010107,49,724
1417010108,17,505
1417010109,64,1100
1417010110,17,189
1417010111,16,134
1417010112,33,201
1417010114,28,436
1417010115,34,416
1417010119,29,579
1417010120,44,607
1417010122,29,271
1417010123,21,273
1417010124,47,417
1417010126,12,107
1417010131,38,304
1417010135,42,567
1417010201,12,191
1417010202,20,345
1417010204,25,301
1417010207,26,502
1417010209,24,115
1417010211,20,281
1417010212,20,135
1417010214,19,103
1417010217,6,20
1417010218,25,210
1417010219,17,93
1417010220,21,671
1417010221,1,6
1417010222,12,133
1417010223,27,186
1417010224,28,666
1417010225,18,121
1417010227,26,275
1417010231,29,293
1417010235,20,359
